drug,drug_name,disease,disease_name,indication
DB00213,pantoprazole,C0043515,Zollinger-Ellison syndrome,1
DB00213,pantoprazole,C0017168,gastroesophageal reflux disease (GERD),1
DB00213,pantoprazole,C0027662,Multiple Endocrine Neoplasia,1
DB00213,pantoprazole,C0030920,Peptic Ulcer,1
DB00213,pantoprazole,C0041582,Ulcer,1
DB00213,pantoprazole,C0014868,Esophagitis,1
DB00214,torasemide,C0020538,Hypertensive disease,1
DB00214,torasemide,C0013604,edema,1
DB00214,torasemide,C0018802,congestive heart failure,1
DB00214,torasemide,C0022661,chronic renal failure,1
DB00214,torasemide,C0022660,"Kidney Failure, Acute",1
DB00214,torasemide,C0023890,hepatic cirrhosis,1
DB00214,torasemide,C0027726,nephrotic syndrome,1
DB00214,torasemide,C0034063,Pulmonary Edema,1
DB00215,citalopram,C1269683,Major Depressive Disorder,1
DB00215,citalopram,C0011581,Depressive disorder,1
DB00215,citalopram,C0011882,Diabetic Neuropathies,1
DB00216,eletriptan,C0149931,Migraine Disorders,1
DB00218,moxifloxacin,C0031154,peritonitis,1
DB00218,moxifloxacin,C0155862,Streptococcal Pneumonia,1
DB00218,moxifloxacin,C0008677,"Bronchitis, Chronic",1
DB00218,moxifloxacin,C0876973,Infectious Disease Of Lung,1
DB00218,moxifloxacin,C0032285,pneumonia,1
DB00218,moxifloxacin,C0037199,sinusitis,1
DB00218,moxifloxacin,C0010692,Cystitis,1
DB00218,moxifloxacin,C0034186,pyelonephritis,1
DB00222,glimepiride,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",1
DB00222,glimepiride,C0003811,Cardiac Arrhythmia,1
DB00222,glimepiride,C0020456,hyperglycemia,1
DB00222,glimepiride,C0011849,diabetes mellitus,1
DB00223,DIFLORASONE,C0015230,Exanthema,1
DB00223,DIFLORASONE,C0079773,cutaneous T-cell lymphoma (CTCL),1
DB00223,DIFLORASONE,C0024138,"Lupus Erythematosus, Discoid",1
DB00223,DIFLORASONE,C0011616,contact dermatitis,1
DB00223,DIFLORASONE,C0036508,seborrheic dermatitis,1
DB00223,DIFLORASONE,C0011615,"Dermatitis, Atopic",1
DB00223,DIFLORASONE,C0015456,Facial Dermatoses,1
DB00226,guanadrel,C0020538,Hypertensive disease,1
DB00227,lovastatin,C0020473,hyperlipidemia,1
DB00227,lovastatin,C0020443,hypercholesterolemia,1
DB00227,lovastatin,C0473527,Hypoalphalipoproteinemias,1
DB00227,lovastatin,C0020474,"Hyperlipidemia, Familial Combined",1
DB00227,lovastatin,C0020557,hypertriglyceridemia,1
DB00227,lovastatin,C0003850,arteriosclerosis,1
DB00227,lovastatin,C0020476,Hyperlipoproteinemias,1
DB00227,lovastatin,C0010068,coronary heart disease,1
DB00227,lovastatin,C0027051,Myocardial Infarction,1
DB00230,pregabalin,C0032768,postherpetic neuralgia,1
DB00230,pregabalin,C0014544,epilepsy,1
DB00230,pregabalin,C0031117,peripheral neuropathy,1
DB00230,pregabalin,C0036572,seizures,1
DB00231,Temazepam,C0917801,Sleeplessness,1
DB00231,Temazepam,C0021603,Sleep Initiation And Maintenance Disorders,1
DB00232,methyclothiazide,C0020538,Hypertensive disease,1
DB00232,methyclothiazide,C0013604,edema,1
DB00232,methyclothiazide,C0018802,congestive heart failure,1
DB00232,methyclothiazide,C0027726,nephrotic syndrome,1
DB00233,aminosalicylate,C0041296,tuberculosis,1
DB00233,aminosalicylate,C0010346,Crohn's disease,1
DB00233,aminosalicylate,C0021390,inflammatory bowel disease,1
DB00233,aminosalicylate,C0009324,ulcerative colitis,1
DB00234,reboxetine,C1269683,Major Depressive Disorder,1
DB00235,milrinone,C0018802,congestive heart failure,1
DB00237,butabarbital,C0013428,Dysuria,1
DB00237,butabarbital,C0917801,Sleeplessness,1
DB00237,butabarbital,C0021603,Sleep Initiation And Maintenance Disorders,1
DB00240,ALCLOMETASONE,C0011616,contact dermatitis,1
DB00240,ALCLOMETASONE,C0015230,Exanthema,1
DB00240,ALCLOMETASONE,C0079773,cutaneous T-cell lymphoma (CTCL),1
DB00240,ALCLOMETASONE,C0011615,"Dermatitis, Atopic",1
DB00240,ALCLOMETASONE,C0036508,seborrheic dermatitis,1
DB00240,ALCLOMETASONE,C0024138,"Lupus Erythematosus, Discoid",1
DB00240,ALCLOMETASONE,C0011603,dermatitis,1
DB00240,ALCLOMETASONE,C0015456,Facial Dermatoses,1
DB00241,butalbital,C0149931,Migraine Disorders,1
DB00241,butalbital,C0018681,headache,1
DB00242,cladribine,C0023443,hairy cell leukemia,1
DB00242,cladribine,C0002871,anemia,1
DB00242,cladribine,C0023434,chronic lymphocytic leukemia (CLL),1
DB00242,cladribine,C0079773,cutaneous T-cell lymphoma (CTCL),1
DB00242,cladribine,C0024305,non-Hodgkin lymphoma (NHL),1
DB00242,cladribine,C0026769,multiple sclerosis,1
DB00243,ranolazine,C0002962,angina pectoris,1
DB00244,mesalazine,C0009324,ulcerative colitis,1
DB00244,mesalazine,C0014356,Enterocolitis,1
DB00244,mesalazine,C0021390,inflammatory bowel disease,1
DB00245,Benzatropine,C0015371,Extrapyramidal Disorders,1
DB00245,Benzatropine,C0030567,Parkinson's Disease,1
DB00245,Benzatropine,C0242422,Parkinsonian Disorders,1
DB00245,Benzatropine,C0013384,Dyskinetic Syndrome,1
DB00246,ziprasidone,C0036341,schizophrenia,1
DB00246,ziprasidone,C0005586,bipolar disorder,1
DB00248,cabergoline,C0020514,hyperprolactinemia,1
DB00248,cabergoline,C0030567,Parkinson's Disease,1
DB00248,cabergoline,C0032000,Pituitary Adenoma,1
DB00248,cabergoline,C0242422,Parkinsonian Disorders,1
DB00248,cabergoline,C0033375,Prolactinoma,1
DB00248,cabergoline,C0013384,Dyskinetic Syndrome,1
DB00250,dapsone,C0702166,Acne,1
DB00252,phenytoin,C0038220,status epilepticus,1
DB00252,phenytoin,C0014544,epilepsy,1
DB00252,phenytoin,C0494475,Tonic - clonic seizures,1
DB00252,phenytoin,C0238111,Lennox-Gastaut Syndrome,1
DB00252,phenytoin,C0014549,Tonic-Clonic Epilepsy,1
DB00252,phenytoin,C0234974,Simple Partial Seizures,1
DB00252,phenytoin,C0149958,Complex Partial Seizures,1
DB00252,phenytoin,C0014556,"Epilepsy, Temporal Lobe",1
DB00252,phenytoin,C0036572,seizures,1
DB00253,medrysone,C0035854,rosacea,1
DB00253,medrysone,C0022073,Iridocyclitis,1
DB00253,medrysone,C0042164,Uveitis,1
DB00253,medrysone,C0010043,Corneal Ulcer,1
DB00253,medrysone,C0014583,episcleritis,1
DB00253,medrysone,C0013182,Drug Allergy,1
DB00253,medrysone,C0009763,conjunctivitis,1
DB00254,doxycycline,C0037199,sinusitis,1
DB00254,doxycycline,C0035585,Rickettsia Infections,1
DB00254,doxycycline,C0008149,Chlamydia Infections,1
DB00254,doxycycline,C0032227,Pleural Effusion Disorder,1
DB00254,doxycycline,C0702166,Acne,1
DB00254,doxycycline,C0031099,periodontitis,1
DB00261,anagrelide,C0040028,"Thrombocythemia, Essential",1
DB00261,anagrelide,C0027022,Myeloproliferative Disease,1
DB00261,anagrelide,C0836924,Thrombocytosis,1
DB00261,anagrelide,C0040053,thrombosis,1
DB00261,anagrelide,C0032463,polycythemia vera,1
DB00262,carmustine,C0026764,multiple myeloma,1
DB00262,carmustine,C0019829,Hodgkin's lymphoma,1
DB00262,carmustine,C0079744,Diffuse Large B-Cell Lymphoma,1
DB00262,carmustine,C0024305,non-Hodgkin lymphoma (NHL),1
DB00262,carmustine,C0006118,Brain Neoplasms,1
DB00262,carmustine,C0009375,Colonic Neoplasms,1
DB00262,carmustine,C0014474,ependymoma,1
DB00262,carmustine,C0017636,glioblastoma,1
DB00262,carmustine,C0024121,Lung Neoplasms,1
DB00262,carmustine,C0025149,medulloblastoma,1
DB00262,carmustine,C0025202,melanoma,1
DB00262,carmustine,C0004114,astrocytoma,1
DB00264,metoprolol,C0020538,Hypertensive disease,1
DB00264,metoprolol,C0027051,Myocardial Infarction,1
DB00264,metoprolol,C0948089,acute coronary syndrome (ACS),1
DB00264,metoprolol,C0002962,angina pectoris,1
DB00266,dicoumarol,C0027051,Myocardial Infarction,1
DB00266,dicoumarol,C0040038,Thromboembolism,1
DB00266,dicoumarol,C0040053,thrombosis,1
DB00266,dicoumarol,C0149871,deep vein thrombosis (DVT),1
DB00268,ropinirole,C0030567,Parkinson's Disease,1
DB00268,ropinirole,C0035258,restless leg syndrome,1
DB00268,ropinirole,C0013384,Dyskinetic Syndrome,1
DB00270,isradipine,C0020538,Hypertensive disease,1
DB00270,isradipine,C0085580,Essential Hypertension,1
DB00273,topiramate,C0014549,Tonic-Clonic Epilepsy,1
DB00273,topiramate,C0238111,Lennox-Gastaut Syndrome,1
DB00273,topiramate,C0234974,Simple Partial Seizures,1
DB00273,topiramate,C0149931,Migraine Disorders,1
DB00273,topiramate,C0028754,obesity,1
DB00273,topiramate,C0037769,Infantile Spasms,1
DB00273,topiramate,C0014544,epilepsy,1
DB00275,olmesartan,C0020538,Hypertensive disease,1
DB00275,olmesartan,C0011881,diabetic nephropathy,1
DB00275,olmesartan,C0018802,congestive heart failure,1
DB00275,olmesartan,C0242698,"Ventricular Dysfunction, Left",1
DB00277,Theophylline,C0024115,Lung diseases,1
DB00277,Theophylline,C0004096,asthma,1
DB00277,Theophylline,C0034067,Pulmonary Emphysema,1
DB00277,Theophylline,C0008677,"Bronchitis, Chronic",1
DB00277,Theophylline,C0746102,Chronic Lung Disease,1
DB00277,Theophylline,C0003578,Apnea,1
DB00277,Theophylline,C0428977,bradycardia,1
DB00279,liothyronine,C0010308,Congenital Hypothyroidism,1
DB00279,liothyronine,C0018021,goiter,1
DB00279,liothyronine,C0020676,hypothyroidism,1
DB00279,liothyronine,C0040136,Thyroid Neoplasm,1
DB00279,liothyronine,C0920350,Autoimmune Thyroiditis,1
DB00279,liothyronine,C0040156,Thyrotoxicosis,1
DB00280,disopyramide,C0085612,ventricular arrhythmias,1
DB00280,disopyramide,C0003811,Cardiac Arrhythmia,1
DB00280,disopyramide,C0559106,Ventricular Pre-Excitation,1
DB00280,disopyramide,C0004238,atrial fibrillation (AF),1
DB00280,disopyramide,C0004239,Atrial Flutter,1
DB00280,disopyramide,C0151636,Premature Ventricular Contractions,1
DB00280,disopyramide,C0042514,ventricular tachycardia (VT),1
DB00281,lidocaine,C0085612,ventricular arrhythmias,1
DB00281,lidocaine,C0033774,Pruritus,1
DB00281,lidocaine,C0032768,postherpetic neuralgia,1
DB00281,lidocaine,C0019112,hemorrhoids,1
DB00281,lidocaine,C0027796,Neuralgia,1
DB00281,lidocaine,C0003811,Cardiac Arrhythmia,1
DB00281,lidocaine,C0042514,ventricular tachycardia (VT),1
DB00281,lidocaine,C0042510,ventricular fibrillation (VF),1
DB00281,lidocaine,C0151636,Premature Ventricular Contractions,1
DB00281,lidocaine,C0013595,eczema,1
DB00281,lidocaine,C0019080,hemorrhage,1
DB00282,pamidronate,C0029401,Osteitis Deformans,1
DB00282,pamidronate,C0020437,hypercalcemia,1
DB00282,pamidronate,C0029458,"Osteoporosis, Postmenopausal",1
DB00282,pamidronate,C0026764,multiple myeloma,1
DB00283,clemastine,C0027424,Nasal congestion (finding),1
DB00283,clemastine,C0343065,Symptomatic Dermographism,1
DB00283,clemastine,C0042109,urticaria,1
DB00283,clemastine,C2607914,Allergic Rhinitis (Disorder),1
DB00283,clemastine,C0033774,Pruritus,1
DB00283,clemastine,C0020517,Hypersensitivity,1
DB00283,clemastine,C0002994,angioedema,1
DB00283,clemastine,C0035457,"Rhinitis, Allergic, Perennial",1
DB00284,acarbose,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",1
DB00284,acarbose,C0020456,hyperglycemia,1
DB00284,acarbose,C0011849,diabetes mellitus,1
DB00285,venlafaxine,C1269683,Major Depressive Disorder,1
DB00285,venlafaxine,C0030319,panic disorders,1
DB00285,venlafaxine,C0006142,Malignant Neoplasm Of Breast,1
DB00286,Conjugated Estrogens,C1384606,dyspareunia,1
DB00286,Conjugated Estrogens,C0020619,hypogonadism,1
DB00286,Conjugated Estrogens,C0006142,Malignant Neoplasm Of Breast,1
DB00286,Conjugated Estrogens,C0029456,osteoporosis,1
DB00287,travoprost,C0028840,ocular hypertension,1
DB00287,travoprost,C0017612,"Glaucoma, Open-Angle",1
DB00287,travoprost,C0017601,glaucoma,1
DB00288,amcinonide,C0011616,contact dermatitis,1
DB00288,amcinonide,C0079773,cutaneous T-cell lymphoma (CTCL),1
DB00288,amcinonide,C0011615,"Dermatitis, Atopic",1
DB00288,amcinonide,C0015230,Exanthema,1
DB00288,amcinonide,C0024138,"Lupus Erythematosus, Discoid",1
DB00288,amcinonide,C0036508,seborrheic dermatitis,1
DB00288,amcinonide,C0011603,dermatitis,1
DB00288,amcinonide,C0015456,Facial Dermatoses,1
DB00289,atomoxetine,C1263846,attention-deficit/hyperactivity disorder (ADHD),1
DB00290,bleomycin,C0007137,squamous cell carcinoma,1
DB00290,bleomycin,C0024305,non-Hodgkin lymphoma (NHL),1
DB00290,bleomycin,C0079744,Diffuse Large B-Cell Lymphoma,1
DB00290,bleomycin,C0024301,follicular lymphoma,1
DB00290,bleomycin,C0278996,Cancer Of Head And Neck,1
DB00290,bleomycin,C1336708,Testicular Germ Cell Tumor,1
DB00290,bleomycin,C0019829,Hodgkin's lymphoma,1
DB00290,bleomycin,C0024299,Lymphoma,1
DB00290,bleomycin,C0025202,melanoma,1
DB00290,bleomycin,C1261473,Sarcoma,1
DB00290,bleomycin,C0039590,Testicular Neoplasms,1
DB00295,Morphine,C0150055,chronic pain,1
DB00295,Morphine,C0030193,Pain,1
DB00295,Morphine,C0011991,diarrhea,1
DB00297,bupivacaine,C0033774,Pruritus,1
DB00300,tenofovir-disoproxil,C0524909,"Hepatitis B, Chronic",1
DB00302,Tranexamic Acid,C0271578,Female Hypogonadism Syndrome,1
DB00302,Tranexamic Acid,C0025323,Menorrhagia,1
DB00302,Tranexamic Acid,C0014175,endometriosis,1
DB00302,Tranexamic Acid,C0019080,hemorrhage,1
DB00302,Tranexamic Acid,C0005779,Blood Coagulation Disorders,1
DB00302,Tranexamic Acid,C0038525,Subarachnoid Hemorrhage,1
DB00306,Talbutal,C0917801,Sleeplessness,1
DB00307,bexarotene,C0079773,cutaneous T-cell lymphoma (CTCL),1
DB00307,bexarotene,C0596263,Carcinogenesis,1
DB00307,bexarotene,C0011849,diabetes mellitus,1
DB00309,vindesine,C0023473,chronic myeloid leukemia (CML),1
DB00309,vindesine,C0025202,melanoma,1
DB00309,vindesine,C0023449,Acute Lymphocytic Leukemia,1
DB00309,vindesine,C0085669,Acute Leukemia,1
DB00309,vindesine,C0019829,Hodgkin's lymphoma,1
DB00309,vindesine,C0024299,Lymphoma,1
DB00310,chlorthalidone,C0013604,edema,1
DB00310,chlorthalidone,C0020538,Hypertensive disease,1
DB00310,chlorthalidone,C0018802,congestive heart failure,1
DB00310,chlorthalidone,C0027726,nephrotic syndrome,1
DB00310,chlorthalidone,C0023890,hepatic cirrhosis,1
DB00310,chlorthalidone,C0022661,chronic renal failure,1
DB00312,Pentobarbital,C0014544,epilepsy,1
DB00312,Pentobarbital,C0038220,status epilepticus,1
DB00312,Pentobarbital,C0917798,Cerebral Ischemia,1
DB00312,Pentobarbital,C0917801,Sleeplessness,1
DB00313,Valproic Acid,C0014544,epilepsy,1
DB00313,Valproic Acid,C0014553,Absence Epilepsy,1
DB00313,Valproic Acid,C0002395,Alzheimer's disease,1
DB00313,Valproic Acid,C0085417,"Epilepsy, Complex Partial",1
DB00313,Valproic Acid,C0036572,seizures,1
DB00315,zolmitriptan,C0149931,Migraine Disorders,1
DB00316,paracetamol,C0030193,Pain,1
DB00316,paracetamol,C0004604,Back Pain,1
DB00316,paracetamol,C0149931,Migraine Disorders,1
DB00316,paracetamol,C0003862,joint pain,1
DB00316,paracetamol,C0015967,fever,1
DB00316,paracetamol,C2607914,Allergic Rhinitis (Disorder),1
DB00316,paracetamol,C0003864,Arthritis,1
DB00316,paracetamol,C0013390,Dysmenorrhea,1
DB00317,gefitinib,C0007131,Non-Small Cell Lung Carcinoma,1
DB00317,gefitinib,C0024121,Lung Neoplasms,1
DB00318,Codeine,C0010200,Coughing,1
DB00318,Codeine,C0015967,fever,1
DB00318,Codeine,C0027424,Nasal congestion (finding),1
DB00318,Codeine,C0035455,Rhinitis,1
DB00318,Codeine,C0030193,Pain,1
DB00318,Codeine,C2607914,Allergic Rhinitis (Disorder),1
DB00320,dihydroergotamine,C0149931,Migraine Disorders,1
DB00321,amitriptyline,C0338908,Mixed anxiety and depressive disorder,1
DB00321,amitriptyline,C0011581,Depressive disorder,1
DB00322,floxuridine,C0009404,Colorectal Neoplasms,1
DB00322,floxuridine,C0038356,Stomach Neoplasms,1
DB00322,floxuridine,C1527249,colorectal cancer,1
DB00323,Tolcapone,C0030567,Parkinson's Disease,1
DB00323,Tolcapone,C0013384,Dyskinetic Syndrome,1
DB00324,fluorometholone,C0042164,Uveitis,1
DB00324,fluorometholone,C0022073,Iridocyclitis,1
DB00324,fluorometholone,C0010043,Corneal Ulcer,1
DB00324,fluorometholone,C0035854,rosacea,1
DB00324,fluorometholone,C0005741,blepharitis,1
DB00324,fluorometholone,C0020517,Hypersensitivity,1
DB00324,fluorometholone,C0702166,Acne,1
DB00325,Nitroprusside,C0020538,Hypertensive disease,1
DB00325,Nitroprusside,C0020546,Hypertensive Crisis,1
DB00327,Hydromorphone,C0010200,Coughing,1
DB00327,Hydromorphone,C0030193,Pain,1
DB00328,indomethacin,C0003873,rheumatoid arthritis,1
DB00328,indomethacin,C0038013,ankylosing spondylitis,1
DB00328,indomethacin,C0013274,patent ductus arteriosus (PDA),1
DB00328,indomethacin,C0039103,Synovitis,1
DB00328,indomethacin,C0029408,osteoarthritis,1
DB00328,indomethacin,C0018099,gout,1
DB00328,indomethacin,C0022876,Premature Obstetric Labor,1
DB00328,indomethacin,C0003868,"Arthritis, Gouty",1
DB00331,metformin,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",1
DB00331,metformin,C0020456,hyperglycemia,1
DB00331,metformin,C0011849,diabetes mellitus,1
DB00332,ipratropium,C2607914,Allergic Rhinitis (Disorder),1
DB00332,ipratropium,C0024117,Chronic Obstructive Airway Disease,1
DB00332,ipratropium,C0034067,Pulmonary Emphysema,1
DB00332,ipratropium,C0008677,"Bronchitis, Chronic",1
DB00332,ipratropium,C0004096,asthma,1
DB00332,ipratropium,C0035457,"Rhinitis, Allergic, Perennial",1
DB00332,ipratropium,C0003811,Cardiac Arrhythmia,1
DB00334,olanzapine,C0005587,"Depression, Bipolar",1
DB00334,olanzapine,C1269683,Major Depressive Disorder,1
DB00334,olanzapine,C0036341,schizophrenia,1
DB00334,olanzapine,C0005586,bipolar disorder,1
DB00335,atenolol-(+/-),C0027051,Myocardial Infarction,1
DB00335,atenolol-(+/-),C0002962,angina pectoris,1
DB00335,atenolol-(+/-),C0020538,Hypertensive disease,1
DB00335,atenolol-(+/-),C0003811,Cardiac Arrhythmia,1
DB00335,atenolol-(+/-),C0004238,atrial fibrillation (AF),1
DB00335,atenolol-(+/-),C0004239,Atrial Flutter,1
DB00335,atenolol-(+/-),C0018802,congestive heart failure,1
DB00335,atenolol-(+/-),C0039240,Supraventricular Tachycardia,1
DB00335,atenolol-(+/-),C0042514,ventricular tachycardia (VT),1
DB00335,atenolol-(+/-),C0042510,ventricular fibrillation (VF),1
DB00338,omeprazole,C0043515,Zollinger-Ellison syndrome,1
DB00338,omeprazole,C0014869,Peptic Esophagitis,1
DB00338,omeprazole,C0017168,gastroesophageal reflux disease (GERD),1
DB00338,omeprazole,C0030920,Peptic Ulcer,1
DB00338,omeprazole,C0038358,Gastric Ulcer,1
DB00338,omeprazole,C0013295,Duodenal Ulcer,1
DB00338,omeprazole,C0041582,Ulcer,1
DB00338,omeprazole,C0017181,Gastrointestinal Hemorrhage,1
DB00338,omeprazole,C0014868,Esophagitis,1
DB00338,omeprazole,C0018834,heartburn,1
DB00339,pyrazinamide,C0041296,tuberculosis,1
DB00340,metixene,C0242422,Parkinsonian Disorders,1
DB00340,metixene,C0030567,Parkinson's Disease,1
DB00341,cetirizine,C0018621,Hay Fever,1
DB00341,cetirizine,C2607914,Allergic Rhinitis (Disorder),1
DB00341,cetirizine,C0027424,Nasal congestion (finding),1
DB00341,cetirizine,C0020517,Hypersensitivity,1
DB00341,cetirizine,C0035457,"Rhinitis, Allergic, Perennial",1
DB00341,cetirizine,C0042109,urticaria,1
DB00343,diltiazem,C0020538,Hypertensive disease,1
DB00343,diltiazem,C0030590,Paroxysmal Supraventricular Tachycardia,1
DB00343,diltiazem,C0002962,angina pectoris,1
DB00343,diltiazem,C0004238,atrial fibrillation (AF),1
DB00343,diltiazem,C0004239,Atrial Flutter,1
DB00343,diltiazem,C0027051,Myocardial Infarction,1
DB00343,diltiazem,C0039240,Supraventricular Tachycardia,1
DB00344,protriptyline,C0011581,Depressive disorder,1
DB00347,trimethadione,C0014544,epilepsy,1
DB00347,trimethadione,C0014553,Absence Epilepsy,1
DB00347,trimethadione,C0036572,seizures,1
DB00348,nitisinone,C0268490,"Tyrosinemia, Type I",1
DB00348,nitisinone,C0268483,tyrosinemia,1
DB00349,clobazam,C0238111,Lennox-Gastaut Syndrome,1
DB00349,clobazam,C0014544,epilepsy,1
DB00349,clobazam,C0036572,seizures,1
DB00350,minoxidil,C0020538,Hypertensive disease,1
DB00350,minoxidil,C0002170,Alopecia,1
DB00350,minoxidil,C0020540,Malignant Hypertension,1
DB00351,megestrol acetate,C0476089,Endometrial Carcinoma,1
DB00351,megestrol acetate,C0003123,anorexia,1
DB00351,megestrol acetate,C0678222,Breast Carcinoma,1
DB00352,thioguanine,C0023467,"Leukemia, Myelocytic, Acute",1
DB00352,thioguanine,C0023437,Acute Basophilic Leukemia,1
DB00352,thioguanine,C0023481,Chronic Neutrophilic Leukemia,1
DB00352,thioguanine,C0033860,psoriasis,1
DB00356,chlorzoxazone,C0026838,Muscle Spasticity,1
DB00356,chlorzoxazone,C0027121,Myositis,1
DB00357,aminoglutethimide,C0010481,Cushing's syndrome,1
DB00357,aminoglutethimide,C1458155,Mammary Neoplasms,1
DB00357,aminoglutethimide,C0027661,"Neoplasms, Hormone-Dependent",1
DB00357,aminoglutethimide,C0033578,Prostatic Neoplasms,1
DB00360,sapropterin,C0751434,Classical phenylketonuria,1
DB00360,sapropterin,C0751435,hyperphenylalaninemia (HPA),1
DB00361,vinorelbine,C0007131,Non-Small Cell Lung Carcinoma,1
DB00361,vinorelbine,C1458155,Mammary Neoplasms,1
DB00361,vinorelbine,C0019829,Hodgkin's lymphoma,1
DB00361,vinorelbine,C0919267,Ovarian Neoplasm,1
DB00363,clozapine,C3544321,Treatment-resistant schizophrenia,1
DB00363,clozapine,C0036341,schizophrenia,1
DB00364,sucralfate,C0013295,Duodenal Ulcer,1
DB00364,sucralfate,C0038358,Gastric Ulcer,1
DB00364,sucralfate,C0041582,Ulcer,1
DB00364,sucralfate,C0014868,Esophagitis,1
DB00364,sucralfate,C0017152,gastritis,1
DB00364,sucralfate,C0032285,pneumonia,1
DB00364,sucralfate,C0038362,Stomatitis,1
DB00364,sucralfate,C0030920,Peptic Ulcer,1
DB00364,sucralfate,C0017168,gastroesophageal reflux disease (GERD),1
DB00366,doxylamine,C0033774,Pruritus,1
DB00366,doxylamine,C0018621,Hay Fever,1
DB00366,doxylamine,C0027424,Nasal congestion (finding),1
DB00366,doxylamine,C0042109,urticaria,1
DB00366,doxylamine,C2607914,Allergic Rhinitis (Disorder),1
